title,infobox_json
Scarsdale High School,{}
Shenkar College of Engineering and Design,{}
St Aloysius' College (Sydney),{}
Silesian University of Technology,{}
Snow College,{}
St Anne's College,{}
Southern Methodist University,{}
Soochow University (Suzhou),{}
Sciences Po,{}
"St John's College, University of Sydney",{}
Somerville College,{}
St. Francis Xavier University,{}
"St Patrick's College, Dublin",{}
St. Mary's Episcopal College for Women,{}
"St. Michael's College, Toronto",{}
Sơn Tây -Trường Cao đẳng Quốc phòng (École Supérieure de Geurre) tại Paris,{}
Technische Universität München,{}
Texas A&M University,{}
The Catholic University of America,{}
Toulouse 1 University Capitole,{}
Transylvania University,{}
The Pennington School,{}
The University of Law,{}
"Trinity College, Dublin",{}
Trisakti University STIE Prasetiya Mulya,{}
Trung học Dương Châu Đại học Trung ương Quốc lập Đại học Giao thông,{}
Trung tâm Đại học Villanueva,{}
Trường Adams' Grammar,{}
Trường Cao đẳng Hiram,{}
Trường Cao đẳng Bowdoin,{}
Trường Cao đẳng Marietta,{}
The New School,"{""Tên cũ"": ""The New School For Social Research (1919–1997) New School University (1997–2005)"", ""Khẩu hiệu"": ""To the Living Spirit"", ""Loại hình"": ""Đại học nghiên cứu tư thục"", ""Thành lập"": ""1919"", ""Tài trợ"": ""399,3 triệu USD (2019) [ 1 ]"", ""Viện trưởng"": ""Dwight A. McBride [ 2 ]"", ""Phó hiệu trưởng"": ""Tim Marshall"", ""Giảng viên"": ""2.230 [ 3 ]"", ""Sinh viên"": ""10,186 [ 3 ]"", ""Sinh viên đại học"": ""6.836"", ""Sinh viên sau đại học"": ""3.138"", ""Nghiên cứu sinh"": ""212 [ 3 ]"", ""Sinh viên khác"": ""2.857 [ 3 ] ( giáo dục thường xuyên )"", ""Vị trí"": [""Thành phố New York"", "","", ""New York"", "","", ""Hoa Kỳ"", ""40°44′8,08″B"", ""73°59′49,08″T"", ""﻿ / ﻿"", ""40,73333°B 73,98333°T"", ""﻿ /"", ""40.73333; -73.98333""], ""Khuôn viên"": ""Thành thị"", ""Màu"": ""Trắng, Đen, và Đỏ Parsons"", ""Điền kinh"": ""Không liên kết, đấu với NCAA Division III schools"", ""Biệt danh"": ""Narwhals"", ""Liên kết"": ""AACU"", ""Linh vật"": ""Gnarls the Narwhal"", ""Website"": ""www .newschool .edu""}"
Trường Cao đẳng Kỹ sư Xây dựng,{}
"Trường Cao đẳng St. Mary, Toowoomba",{}
Trường Chỉ huy và Tham mưu,{}
Trường Castle House,{}
Trường Cao đẳng Williams,{}
Trường Chính phủ John F. Kennedy,{}
Trường Chỉ huy và Tổng tham mưu Lục quân Hoa Kỳ,{}
Trường Giáo dục Quốc phòng Hoàng gia,{}
Trường Hannover,{}
Trường Hành chính quốc gia (Pháp),"{""Loại"": ""Công cộng"", ""Thành lập"": ""1945"", ""Giám đốc"": ""Nathalie Loiseau [ 1 ]"", ""Nhân viên"": ""229"", ""Website"": ""www.ena.fr"", ""Sinh viên đại học"": ""0"", ""Sinh viên sau đại học"": ""533 sinh viên""}"
Trường Kinh tế London,{}
Trường Kinh tế Luân Đôn,{}
Trường Luật Albany,{}
Trường Kinh tế và Khoa học Chính trị London,{}
Trường Luật Northampton,{}
Trường Luật Hastings,{}
Trường Hậu bổ (Hà Nội),{}
Trường Luật Quốc gia và Tiểu bang,{}
Trường Kinh tế Stockholm,"{""Loại hình"": ""Tư thục"", ""Thành lập"": ""1909"", ""Viện trưởng"": ""Lars Strannegård"", ""Nhân viên quản lý"": ""220"", ""Sinh viên"": ""khoảng 1650 sinh viên toàn thời gian"", ""Nghiên cứu sinh"": ""125"", ""Vị trí"": ""Stockholm , Thụy Điển"", ""Khuôn viên"": ""Thành thị"", ""Màu"": """", ""Liên kết"": [""CEMS"", ""EUA"", ""ICEDR"", ""EFMD"", ""APSIA""], ""Website"": ""www.hhs.se""}"
Trường Juilliard,"{""Loại hình"": ""Học viện âm nhạc tư thục"", ""Thành lập"": ""1905 ; 120 năm trước ( 1905 )"", ""Viện trưởng"": ""Damian Woetzel"", ""Sinh viên"": ""Khoảng 850 sinh viên cao đẳng, khoảng 290 học viên dự bị đại học"", ""Vị trí"": [""Thành phố New York"", "","", ""New York"", "","", ""Hoa Kỳ"", ""40°46′26″B"", ""73°59′0″T"", ""﻿ / ﻿"", ""40,77389°B 73,98333°T"", ""﻿ /"", ""40.77389; -73.98333""], ""Khuôn viên"": ""Đô thị"", ""Website"": ""www .juilliard .edu""}"
Trường Harrow,"{""Tọa độ"": ""51°34′21″B 00°20′6″T ﻿ / ﻿ 51,5725°B 0,335°T ﻿ / 51.57250; -0.33500"", ""Loại"": [""Trường công"", ""Trường tự chủ"", ""Trường nội trú""], ""Khẩu hiệu"": [""tiếng Latinh"", "":"", ""Stet Fortuna Domus"", ""(Let the Fortune of the House Stand)"", ""tiếng Latinh"", "":"", ""Donorum Dei Dispensatio Fidelis"", ""(The Faithful Dispensation of the Gifts of God)""], ""Tôn giáo liên kết"": ""Giáo hội Anh"", ""Thành lập"": ""1572 ; 453 năm trước ( 1572 ) ( Hiến chương Hoàng gia )"", ""Sáng lập"": ""John Lyon of Preston"", ""Chủ tịch"": ""J P Batting"", ""Head Master"": ""Alastair Land"", ""Nhân viên"": ""~200 (full-time)"", ""Giới tính theo học"": ""Male"", ""Độ tuổi theo học"": ""13 đến 18"", ""Số Sinh viên"": ""~830 pupils"", ""Nhà"": ""12"", ""Màu"": ""Xanh và Trắng"", ""Xuất bản"": ""The Harrovian"", ""Học phí"": ""£41,775"", ""Former pupils"": ""Old Harrovians"", ""Badges"": [""The Harrow Lion"", ""The Silver Arrow""], ""Website"": ""Bản mẫu:Official url""}"
Trường Luật Harvard,"{""Khẩu hiệu"": ""Veritas [ 1 ]"", ""Khẩu hiệu trong Tiếng Anh"": ""Truth"", ""Loại hình"": ""Tư thục"", ""Thành lập"": ""1817 ; 208 năm trước ( 1817 )"", ""Tổ chức mẹ"": ""Đại học Harvard"", ""Giám đốc"": ""John F. Manning"", ""Giảng viên"": ""391 [ 2 ]"", ""Sinh viên"": ""1,990 [ 3 ]"", ""Vị trí"": [""Cambridge"", "","", ""Massachusetts"", "","", ""Hoa Kỳ"", ""42°22′41″B"", ""71°07′07″T"", ""﻿ / ﻿"", ""42,378102°B 71,118552°T"", ""﻿ /"", ""42.378102; -71.118552""], ""Website"": ""hls .harvard .edu""}"
Trường Dịch vụ Đối ngoại,"{""Khẩu hiệu"": ""Utraque Unum (From both, one)"", ""Loại hình"": ""Đại học tư thục , Đại học giáo dục khai phóng"", ""Thành lập"": ""1919 [ 1 ]"", ""Tổ chức mẹ"": ""Viện Đại học Georgetown ."", ""Liên kết"": ""APSIA"", ""Giám đốc"": ""Joel Hellman"", ""Giảng viên"": [""134 tại"", ""Washington, D.C."", ""52 tại"", ""Doha"", "","", ""Qatar"", ""["", ""2"", ""]""], ""Sinh viên"": ""2,273 [ 1 ]"", ""Sinh viên đại học"": ""1,423 [ 1 ]"", ""Sinh viên sau đại học"": ""850 [ 1 ]"", ""Địa chỉ"": [""Washington, D.C."", "","", ""Hoa Kỳ"", ""38°54′32″B"", ""77°4′25″T"", ""﻿ / ﻿"", ""38,90889°B 77,07361°T"", ""﻿ /"", ""38.90889; -77.07361""], ""Khuôn viên"": ""Thành thị""}"
Trường Luật học Đế quốc,{}
Trường Lục quân Bảo Định,{}
Trường Lycée Condorcet,{}
Trường Luật Đại học Duke,{}
Trường Millsaps (BA),{}
Trường Nghệ thuật và Thiết kế Cao cấp Pablo Picasso,{}
Trường Ngữ pháp Geelong,{}
Trường Ngữ pháp Karachi,{}
Trường Ngữ pháp Giáo hội Anh Sydney,{}
Trường Bách khoa Paris,"{""Thành lập"": ""1794"", ""Loại hình"": ""Trường công"", ""Ngân sách"": ""71,3 triệu € (2006)"", ""Tổ chức quyên góp"": ""56,3 triệu € (2006)"", ""Địa điểm"": ""Palaiseau , Île-de-France , Pháp"", ""Sáng lập"": [""Jacques-Élie Lamblardie"", "","", ""Gaspard Monge"", "","", ""Lazare Carnot""], ""Hiệu trưởng"": ""François Bouchet"", ""Giáo viên"": ""452 (2011)"", ""Sinh viên"": ""2316 (2018)"", ""Trang web"": ""www.polytechnique.fr""}"
Trường Ngữ pháp Melbourne,{}
Trường Quân sự Chorrillos,{}
Trường Nội trú Quốc gia Cicognini,{}
Trường Roundhay,{}
Trường Pellerin (1904–1908) Tiểu chủng viện Sài Gòn (1909–1917) Đại Chủng viện Phú Xuân (1917–1919) Đại học Truyền giáo Urbaniana,{}
Trường Shinbu Tokyo,{}
"Trường St. Stephen, Delhi",{}
Trường Quốc gia Hành chính Pháp,{}
Trường Sĩ quan Chính trị,{}
Trường Tham mưu và Chỉ huy,{}
Trường THCS và THPT Hongō,{}
Trường Thánh Giuse,{}
Trường Thánh Phêrô,{}
Trường Thương mại IE,{}
Trường Thương mại Hailey,{}
Trường Sĩ quan Lục quân (Đế quốc Nhật Bản),{}
Trường Trung học Tài chính Mokpo,{}
Trường Trung học Dandenong,{}
Trường Trung học Kim Lăng,{}
Trường Trung học Wangaratta,{}
Trường Trung học chương trình Pháp tại Cần Thơ Trường Võ bị Liên quân Viễn Đông Đà Lạt Học viện Quân sự Coetquidan và Võ bị Saint Cyr,{}
"Trường Trung học phổ thông Chu Văn An, Hà Nội",{}
Trường Tudor House,{}
Trường Trung học phổ thông chuyên Quốc Học,{}
Trường Trung học phổ thông Nguyễn Đình Chiểu (Tiền Giang),{}
Trường Võ bị Liên quân Saint-Cyr,{}
Trường Trung học Albert Sarraut,"{""Tên khác"": ""Lycée de Hanoi, Grand Lycée"", ""Loại"": ""Lycée"", ""Thành lập"": ""1913-1965""}"
Trường Vũ trang Quân đội Hoa Kỳ,{}
Trường Westminster,{}
Trường kinh tế London,{}
Trường Y Đông Virginia,{}
Trường kinh tế SGH Warsaw,{}
Trường luật Albany,{}
Trường luật Philippines,{}
Trường Kinh tế và Khoa học Chính trị Luân Đôn,"{""Tọa độ"": ""51°30′50,4″B 0°07′0,12″T ﻿ / ﻿ 51,5°B 0,11667°T ﻿ / 51.50000; -0.11667"", ""Khẩu hiệu"": ""Rerum Cognoscere Causas \""To Understand the Causes of Things\"""", ""Thành lập"": ""1895"", ""Giám đốc"": ""Sir Howard Davies"", ""Visitor"": ""The Lord President of the Council ex officio"", ""Giảng viên"": ""1,303"", ""Số Sinh viên"": ""8,810 [ 1 ]"", ""Linh vật"": """", ""Người đoạt giải Nobel"": ""14"", ""Publications"": ""The Beaver , Clare Market Review"", ""Website"": ""http://www.lse.ac.uk/"", ""Hiệu trưởng danh dự"": ""Her Royal Highness, The Princess Royal - Công chúa Anne"", ""Sinh viên đại học"": ""3,860 [ 1 ]"", ""Sinh viên sau đại học"": ""4,950 [ 1 ]""}"
Trường luật San Beda,{}
Trường luật Đại học Philippines,{}
Trường ngữ pháp King Edward VI,{}
Trường nghiên cứu cao cấp thực hành,{}
Trường trung học Henriettenplatz,{}
Trường quân sự Hoàng Phố,{}
Trường Trung học phổ thông chuyên Quốc Học – Huế,"{""Tên khác"": ""Quốc Học - Huế"", ""Loại"": ""Trung học phổ thông Chuyên"", ""Khẩu hiệu"": ""Hiền tài là nguyên khí quốc gia"", ""Thành lập"": ""1896"", ""Hiệu trưởng"": ""Nguyễn Phú Thọ"", ""Giáo viên"": ""khoảng 150"", ""Số học sinh"": ""khoảng 1500"", ""Website"": ""Trường Trung học phổ thông chuyên Quốc Học""}"
Trường Đại học Houghton,{}
Trường Võ bị Quốc gia Đà Lạt,"{""Hoạt động"": ""1948 - 1975"", ""Quốc gia"": ""Việt Nam Cộng hòa"", ""Phục vụ"": ""Quân lực Việt Nam Cộng hòa"", ""Quân chủng"": ""Quân trường"", ""Phân loại"": ""Đại học Quân sự"", ""Bộ phận của"": [""Tổng cục Quân huấn"", ""Bộ Tổng Tham mưu""], ""Khẩu hiệu"": ""Tự thắng để chỉ huy"", ""Chỉ huynổi tiếng"": [""Nguyễn Văn Thiệu"", ""Lê Văn Kim"", ""Hồ Văn Tố"", ""Lâm Quang Thi"", ""Lâm Quang Thơ"", ""Hiệu kỳ"", ""Khẩu hiệu"", ""Liên đoàn Sinh viên""]}"
Trường Đại học Công nghệ Quốc phòng Trung Quốc,{}
Trường Đại học Khoa học Sài Gòn,{}
Trường Đại học Kinh tế Quốc dân,{}
Trường Đại học Luật Thành phố Hồ Chí Minh,"{""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": ""Sáng tri thức - Vững công minh"", ""Thành lập"": ""30 tháng 3 năm 1996 ; 29 năm trước ( 1996-03-30 )"", ""Hiệu trưởng"": ""TS. Lê Trường Sơn"", ""Website"": ""www .hcmulaw .edu .vn""}"
Trường Đại học Panthéon-Assas,{}
Trường Đại học Paris I,{}
Trường Đại học Y khoa Azerbaijan,{}
Trường Đảng Trung ương (Đảng Cộng sản Trung Quốc),{}
Trường Đại học Philippines,{}
Trường Đảng Trung ương,{}
Trường Đại học Paris II,"{""Tên khác"": ""Trường Đại học Panthéon-Assas"", ""Loại"": ""Đại học công lập"", ""Thành lập"": ""1971"", ""Giám đốc"": ""Patrick Gérard"", ""Hiệu trưởng"": ""Louis Vogel"", ""Giáo viên"": ""277"", ""Số học sinh"": ""18000"", ""Website"": ""http://www.u-paris2.fr/""}"
Trường sau đại học,{}
"Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Thành phố Hồ Chí Minh","{""Tọa độ"": ""10°47′9,1″B 106°42′9,8″Đ ﻿ / ﻿ 10,78333°B 106,7°Đ ﻿ / 10.78333; 106.70000"", ""Tên khác"": [""HCMUSSH"", ""USSH-VNUHCM""], ""Tên cũ"": [""1957-1976: Đại học Văn khoa Sài Gòn"", ""[1]"", ""1977-1995: Đại học Tổng hợp Thành phố Hồ Chí Minh"", ""[2]""], ""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": ""Sáng tạo - Dẫn dắt - Trách nhiệm"", ""Thành lập"": ""3 tháng 11 năm 1957 ; 67 năm trước ( 1957-11-03 )"", ""Trạng thái"": ""Đang hoạt động"", ""Mã trường"": ""QSX"", ""Hiệu trưởng"": ""GS.TS. Ngô Thị Phương Lan [3]"", ""Nhân viên"": ""1.000"", ""Ngôn ngữ"": ""Tiếng Việt , Tiếng Anh , Tiếng Pháp , Tiếng Nga , Tiếng Trung Quốc , Tiếng Nhật , Tiếng Tây Ban Nha , Tiếng Hàn , Tiếng Ý , Tiếng Thái , Tiếng Ả Rập , Tiếng Thái Lan"", ""Khuôn viên"": ""21 hectares"", ""Màu"": [""Màu vàng"", ""Màu đỏ"", ""Màu xanh dương""], ""Bài hát"": ""Tự nguyện - Trương Quốc Khánh"", ""Website"": ""www .hcmussh .edu .vn"", ""Thành viên của"": ""Đại học Quốc gia Thành phố Hồ Chí Minh"", ""Phó hiệu trưởng"": [""TS. Lê Hoàng Dũng"", ""[4]"", ""TS. Phan Thanh Định"", ""[5]"", ""PGS.TS. Lưu Văn Quyết"", ""[6]""], ""Webometrics(2020)"": ""8.476 [ 1 ]""}"
Trường Đại học Lao động Cộng sản Phương Đông,{}
Trường Đại học Tổng hợp Thành phố Hồ Chí Minh,{}
Trường đại học Montpellier,{}
Trường đại học Poitiers,{}
Trường Đại học Hà Nội,"{""Tên khác"": ""Trường Đại học Ngoại ngữ Thanh Xuân"", ""Tên cũ"": ""Trường Đại học Ngoại ngữ Hà Nội"", ""Loại"": ""Công lập"", ""Khẩu hiệu"": [""HANU brings you to the world"", ""(HANU đưa bạn ra thế giới)""], ""Thành lập"": ""1959; 66 năm trước"", ""Trạng thái"": ""Đang hoạt động"", ""Mã trường"": ""NHF"", ""Hiệu trưởng"": ""PGS TS Nguyễn Văn Trào [ 1 ]"", ""Màu"": ""Đỏ, vàng"", ""Website"": ""https://www.hanu.edu.vn"", ""Viết tắt"": ""HANU"", ""Phó hiệu trưởng"": ""Nguyễn Thị Cúc Phương""}"
Trường đại học Tây Y Hồng Kông cho người Hoa,{}
United States Army War College,{}
Union College,{}
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,"{""Loại"": ""Đảng cộng sản Trung Quốc"", ""Thành lập"": ""1933"", ""Số Sinh viên"": ""1300"", ""Khuôn viên"": ""Nội thành : quận Hải Điến"", ""Màu"": """", ""Website"": ""www .ccps .gov .cn"", ""Thành viên"": ""Ủy ban Trung ương Đảng Cộng sản Trung Quốc""}"
University College Cork,{}
Universidad de Salamanca,{}
Universidade Federal do Rio Grande do Sul,{}
United States Military Academy,{}
University College Dublin,{}
"University College, London",{}
Trường đại học không chiến,{}
Trường Đại học Mỏ – Địa chất,"{""Tên cũ"": ""Khoa Mỏ – Địa chất, Trường Đại học Bách Khoa Hà Nội"", ""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": ""Đoàn kết - Liêm chính - Trách nhiệm - Sáng tạo - Chất lượng"", ""Thành lập"": ""1966"", ""Hiệu trưởng"": ""GS.TS Trần Thanh Hải"", ""Số Sinh viên"": ""Khoảng 16.000 tính đến 31/12/2015"", ""Màu"": ""Xanh dương"", ""Website"": ""http://humg.edu.vn"", ""Viết tắt"": ""HUMG (MDC)"", ""Thành viên của"": ""Bộ Giáo dục và Đào tạo""}"
University of Birmingham,{}
University of Bristol,{}
"University of California, Santa Cruz",{}
University of Athens,{}
"University of California, Berkeley",{}
University of Costa Rica,{}
University of Dar es Salaam,{}
University of Chicago,{}
University of Ghana,{}
